Age Group Bins,Age group1,MMWR week1,MMWR week2 (copy),Month,Outcome,Vaccine product,Week,Age adjusted IRR,Age adjusted unvax IR,Age adjusted vax IR,Continuity correction,Crude IRR,Crude unvax IR,Crude unvax IR (copy),Crude vax IR,Crude vax IR (copy),F19,F20,Fully vaccinated population,Unvaccinated population,Unvaccinated with outcome,Unvax Rate,Vaccinated with outcome,Vax Rate,Week no
all_ages_adj,all_ages_adj,202151,2021-51,01/12/2012,case,all_types,2021-51,2.276657346,993.4584137,436.3671219,1,2.144397102,888.3375172,888.3375172,414.2598012,414.2598012,,,129352159.8,61666088.55,547803,888.337517233,535854,414.259801173,51
all_ages_adj,all_ages_adj,202151,2021-51,01/12/2012,case,Janssen,2021-51,2.879711241,993.4584137,344.9854276,1,2.168859494,888.3375172,888.3375172,409.5873983,409.5873983,,,10035465,61666088.55,547803,888.337517233,41104,409.587398292,51
all_ages_adj,all_ages_adj,202151,2021-51,01/12/2012,case,Moderna,2021-51,2.495919963,993.4584137,398.0329612,1,2.619574393,888.3375172,888.3375172,339.1152088,339.1152088,,,46369787,61666088.55,547803,888.337517233,157247,339.115208789,51
all_ages_adj,all_ages_adj,202151,2021-51,01/12/2012,case,Pfizer,2021-51,2.116719993,993.4584137,469.3386074,1,1.935732995,888.3375172,888.3375172,458.915315,458.915315,,,72873140,61666088.55,547803,888.337517233,334426,458.915315026,51
5-17,05-Nov,202152,2021-52,01/12/2012,case,all_types,2021-52,,,,0,1.316629935,767.2029873,767.2029873,582.7020688,582.7020688,,,2128532,14945849,114665,767.202987264,12403,582.702068844,52
5-17,Dec-17,202152,2021-52,01/12/2012,case,all_types,2021-52,,,,0,1.407646148,1201.73,1201.73,853.7154478,853.7154478,,,8579908,7135301,85747,1201.729261316,73248,853.715447765,52
18-49,18-29,202152,2021-52,01/12/2012,case,all_types,2021-52,,,,0,1.754520107,2476.61,2476.61,1411.56,1411.56,,,20125780,13413920,332210,2476.606390973,284087,1411.557713540,52
18-49,30-49,202152,2021-52,01/12/2012,case,all_types,2021-52,,,,1,2.306975823,2816.01,2816.01,1220.65,1220.65,,,37754916,14459513,407181,2816.007703717,460855,1220.648987803,52
50-79,50-64,202152,2021-52,01/12/2012,case,all_types,2021-52,,,,1,2.694498558,2300.57,2300.57,853.8033705,853.8033705,,,31523066,7171955.65,164996,2300.571950692,269145,853.803370522,52
50-79,65-79,202152,2021-52,01/12/2012,case,all_types,2021-52,,,,1,5.257913073,2417.1,2417.1,459.7070459,459.7070459,,,23513017.9,2318812.1,56048,2417.099686516,108091,459.707045942,52
80+,80+,202152,2021-52,01/12/2012,case,all_types,2021-52,,,,1,3.049637298,1175.28,1175.28,385.3844451,385.3844451,,,6808007,1153679.8,13559,1175.282777769,26237,385.384445110,52
all_ages_adj,all_ages_adj,202152,2021-52,01/12/2012,case,all_types,2021-52,2.236305338,2200.97,984.2012247,1,2.048341842,1937.99,1937.99,946.1285512,946.1285512,,,130433226.9,60599030.55,1174406,1937.994699488,1234066,946.128551237,52
all_ages_adj,all_ages_adj,202152,2021-52,01/12/2012,case,Janssen,2021-52,2.909785821,2201.19,756.4781733,1,2.222231825,1939.21,1939.21,872.6396868,872.6396868,,,10092940,60561125.55,1174406,1939.207683699,88075,872.639686751,52
all_ages_adj,all_ages_adj,202152,2021-52,01/12/2012,case,Moderna,2021-52,2.434286359,2200.97,904.1559323,1,2.349480231,1937.99,1937.99,824.8610367,824.8610367,,,46532444,60599030.55,1174406,1937.994699488,383828,824.861036742,52
all_ages_adj,all_ages_adj,202152,2021-52,01/12/2012,case,Pfizer,2021-52,2.11538749,2200.97,1040.46,1,1.89908022,1937.99,1937.99,1020.49,1020.49,,,73734294,60599030.55,1174406,1937.994699488,752452,1020.491224884,52
5-17,05-Nov,202201,2022-01,01/01/2001,case,all_types,2022-01,,,,0,1.294941123,1600.14,1600.14,1235.69,1235.69,,,2409185,14646194,234360,1600.142671878,29770,1235.687587296,1
5-17,Dec-17,202201,2022-01,01/01/2001,case,all_types,2022-01,,,,0,1.34439759,2284.7,2284.7,1699.42,1699.42,,,8640175,7033839,160702,2284.698299179,146833,1699.421597363,1
18-49,18-29,202201,2022-01,01/01/2001,case,all_types,2022-01,,,,0,1.656772404,3243.49,3243.49,1957.72,1957.72,,,20240902,13190278,427826,3243.494943776,396260,1957.719077934,1
18-49,30-49,202201,2022-01,01/01/2001,case,all_types,2022-01,,,,1,2.279248412,3711.15,3711.15,1628.23,1628.23,,,37913635,14185000,526426,3711.145576313,617322,1628.232165025,1
50-79,50-64,202201,2022-01,01/01/2001,case,all_types,2022-01,,,,1,2.777632953,3243.91,3243.91,1167.87,1167.87,,,31619195,7021611.65,227775,3243.913382763,369271,1167.869706993,1
50-79,65-79,202201,2022-01,01/01/2001,case,all_types,2022-01,,,,1,5.425637263,3469.03,3469.03,639.3783307,639.3783307,,,23554129.5,2278011.1,79025,3469.034896274,150600,639.378330666,1
80+,80+,202201,2022-01,01/01/2001,case,all_types,2022-01,,,,1,3.305189909,1882.36,1882.36,569.5159672,569.5159672,,,6819124,1140749.8,21473,1882.358427764,38836,569.515967154,1
all_ages_adj,all_ages_adj,202201,2022-01,01/01/2001,case,all_types,2022-01,2.157690493,3101.24,1437.3,1,2.115233618,2819.68,2819.68,1333.03,1333.03,,,131196345.5,59495683.55,1677587,2819.678504223,1748892,1333.034082112,1
all_ages_adj,all_ages_adj,202201,2022-01,01/01/2001,case,Janssen,2022-01,2.612832426,3101.69,1187.1,1,2.350932032,2821.45,2821.45,1200.14,1200.14,,,10134743,59458430.55,1677587,2821.445141559,121631,1200.138967510,1
all_ages_adj,all_ages_adj,202201,2022-01,01/01/2001,case,Moderna,2022-01,2.323323435,3101.24,1334.83,1,2.439722144,2819.68,2819.68,1155.74,1155.74,,,46682138,59495683.55,1677587,2819.678504223,539523,1155.737554265,1
all_ages_adj,all_ages_adj,202201,2022-01,01/01/2001,case,Pfizer,2022-01,2.082191446,3101.24,1489.41,1,1.955166052,2819.68,2819.68,1442.17,1442.17,,,74307000,59495683.55,1677587,2819.678504223,1071632,1442.168301775,1
5-17,05-Nov,202202,2022-02,01/01/2001,case,all_types,2022-02,,,,0,1.339620272,1798.72,1798.72,1342.71,1342.71,,,2657465,14361164,258317,1798.719101042,35682,1342.708182422,2
5-17,Dec-17,202202,2022-02,01/01/2001,case,all_types,2022-02,,,,0,1.603523337,2658.79,2658.79,1658.09,1658.09,,,8698258,6925000,184121,2658.787003610,144225,1658.090619984,2
18-49,18-29,202202,2022-02,01/01/2001,case,all_types,2022-02,,,,0,1.923787185,2634.15,2634.15,1369.25,1369.25,,,20345707,12957731,341326,2634.149451011,278584,1369.251999943,2
18-49,30-49,202202,2022-02,01/01/2001,case,all_types,2022-02,,,,1,2.527921014,3318.72,3318.72,1312.83,1312.83,,,38055079,13902737,461393,3318.720623141,499597,1312.826075069,2
50-79,50-64,202202,2022-02,01/01/2001,case,all_types,2022-02,,,,1,3.112192954,3045.37,3045.37,978.5283067,978.5283067,,,31700667,6876539.65,209416,3045.368901494,310200,978.528306676,2
50-79,65-79,202202,2022-02,01/01/2001,case,all_types,2022-02,,,,1,5.756189173,3424.32,3424.32,594.8935344,594.8935344,,,23585060.5,2243482.1,76824,3424.319721561,140306,594.893534405,2
80+,80+,202202,2022-02,01/01/2001,case,all_types,2022-02,,,,1,3.531069358,1993.64,1993.64,564.5995152,564.5995152,,,6826963,1129190.8,22512,1993.640047368,38545,564.599515187,2
all_ages_adj,all_ages_adj,202202,2022-02,01/01/2001,case,all_types,2022-02,2.398964355,2891.49,1205.31,1,2.424804673,2660.99,2660.99,1097.4,1097.4,,,131869199.5,58395844.55,1553909,2660.992425017,1447139,1097.404856848,2
all_ages_adj,all_ages_adj,202202,2022-02,01/01/2001,case,Janssen,2022-02,3.100130821,2891.99,932.8609185,1,2.698015357,2662.65,2662.65,986.8937745,986.8937745,,,10167153,58359391.55,1553909,2662.654559496,100339,986.893774491,2
all_ages_adj,all_ages_adj,202202,2022-02,01/01/2001,case,Moderna,2022-02,2.284806057,2891.49,1265.53,1,2.764288306,2660.99,2660.99,962.632016,962.632016,,,46803970,58395844.55,1553909,2660.992425017,450550,962.632016045,2
all_ages_adj,all_ages_adj,202202,2022-02,01/01/2001,case,Pfizer,2022-02,2.370799687,2891.49,1219.62,1,2.267115536,2660.99,2660.99,1173.73,1173.73,,,74826783,58395844.55,1553909,2660.992425017,878268,1173.734810970,2
5-17,05-Nov,202203,2022-03,01/01/2001,case,all_types,2022-03,,,,0,1.237820815,1394.67,1394.67,1126.72,1126.72,,,2928863,14116060,196873,1394.673867921,33000,1126.717091240,3
5-17,Dec-17,202203,2022-03,01/01/2001,case,all_types,2022-03,,,,0,1.695042538,1927.47,1927.47,1137.12,1137.12,,,8771459,6822998,131511,1927.466489071,99742,1137.119833770,3
18-49,18-29,202203,2022-03,01/01/2001,case,all_types,2022-03,,,,0,2.0021432,1864.03,1864.03,931.0151244,931.0151244,,,20459818,12770801,238051,1864.025600274,190484,931.015124377,3
18-49,30-49,202203,2022-03,01/01/2001,case,all_types,2022-03,,,,1,2.5604081,2545.21,2545.21,994.0639403,994.0639403,,,38208005,13687872,348385,2545.209364903,379812,994.063940266,3
50-79,50-64,202203,2022-03,01/01/2001,case,all_types,2022-03,,,,1,3.243278946,2386.62,2386.62,735.8676281,735.8676281,,,31784385,6779953.65,161812,2386.623985254,233891,735.867628082,3
50-79,65-79,202203,2022-03,01/01/2001,case,all_types,2022-03,,,,1,5.856695918,2899.62,2899.62,495.0948761,495.0948761,,,23617089.5,2216842.1,64280,2899.620139838,116927,495.094876107,3
80+,80+,202203,2022-03,01/01/2001,case,all_types,2022-03,,,,1,3.508074428,1749.16,1749.16,498.6110028,498.6110028,,,6834787,1120477.8,19599,1749.164508212,34079,498.611002801,3
all_ages_adj,all_ages_adj,202203,2022-03,01/01/2001,case,all_types,2022-03,2.467726429,2225.49,901.8381147,1,2.459365691,2017.75,2017.75,820.4365365,820.4365365,,,132604406.5,57515004.55,1160511,2017.753469864,1087935,820.436536549,3
all_ages_adj,all_ages_adj,202203,2022-03,01/01/2001,case,Janssen,2022-03,3.175322181,2225.88,700.9940799,1,2.723021684,2019.01,2019.01,741.4611656,741.4611656,,,10202827,57479072.55,1160511,2019.014831860,75650,741.461165616,3
all_ages_adj,all_ages_adj,202203,2022-03,01/01/2001,case,Moderna,2022-03,2.556373238,2225.49,870.5652668,1,2.709594495,2017.75,2017.75,744.6699029,744.6699029,,,46942813,57515004.55,1160511,2017.753469864,349569,744.669902931,3
all_ages_adj,all_ages_adj,202203,2022-03,01/01/2001,case,Pfizer,2022-03,2.465403262,2225.49,902.6879234,1,2.342937782,2017.75,2017.75,861.2065952,861.2065952,,,75388647,57515004.55,1160511,2017.753469864,649252,861.206595205,3
5-17,05-Nov,202204,2022-04,01/01/2001,case,all_types,2022-04,,,,0,1.192593081,880.1051283,880.1051283,737.9760476,737.9760476,,,3203356,13893113,122274,880.105128347,23640,737.976047620,4
5-17,Dec-17,202204,2022-04,01/01/2001,case,all_types,2022-04,,,,0,1.810648982,1122.08,1122.08,619.7112916,619.7112916,,,8854123,6733925,75560,1122.079619241,54870,619.711291564,4
18-49,18-29,202204,2022-04,01/01/2001,case,all_types,2022-04,,,,1,2.182357681,1204.17,1204.17,551.7763329,551.7763329,,,20575366,12602920,151761,1204.173318564,113530,551.776332922,4
18-49,30-49,202204,2022-04,01/01/2001,case,all_types,2022-04,,,,1,2.743376559,1660.59,1660.59,605.3074778,605.3074778,,,38362817,13497642,224140,1660.586345378,232213,605.307477811,4
50-79,50-64,202204,2022-04,01/01/2001,case,all_types,2022-04,,,,1,3.567625621,1691.96,1691.96,474.2547596,474.2547596,,,31868104,6686846.65,113139,1691.963430925,151136,474.254759555,4
50-79,65-79,202204,2022-04,01/01/2001,case,all_types,2022-04,,,,1,6.252843987,2260.62,2260.62,361.5346775,361.5346775,,,23648630.5,2191965.1,49552,2260.619934140,85498,361.534677452,4
80+,80+,202204,2022-04,01/01/2001,case,all_types,2022-04,,,,1,3.790449488,1428.79,1428.79,376.9443844,376.9443844,,,6842654,1112760.8,15899,1428.788648917,25793,376.944384445,4
all_ages_adj,all_ages_adj,202204,2022-04,01/01/2001,case,all_types,2022-04,2.691670811,1503.01,558.3935682,1,2.575909952,1326.4,1326.4,514.9261295,514.9261295,,,133355050.5,56719172.55,752325,1326.403341545,686680,514.926129476,4
all_ages_adj,all_ages_adj,202204,2022-04,01/01/2001,case,Janssen,2022-04,3.027339089,1503.26,496.5605032,1,2.854964784,1327.22,1327.22,464.8826198,464.8826198,,,10241510,56684122.55,752325,1327.223508376,47611,464.882619848,4
all_ages_adj,all_ages_adj,202204,2022-04,01/01/2001,case,Moderna,2022-04,3.010272948,1503.01,499.2941485,1,2.762177578,1326.4,1326.4,480.2020522,480.2020522,,,47078516,56719172.55,752325,1326.403341545,226072,480.202052248,4
all_ages_adj,all_ages_adj,202204,2022-04,01/01/2001,case,Pfizer,2022-04,2.704694023,1503.01,555.7048804,1,2.501434365,1326.4,1326.4,530.2571036,530.2571036,,,75965979,56719172.55,752325,1326.403341545,402815,530.257103644,4
5-17,05-Nov,202205,2022-05,01/02/2002,case,all_types,2022-05,,,,0,1.103382832,464.1228881,464.1228881,420.6363147,420.6363147,,,3421483,13715764,63658,464.122888087,14392,420.636314721,5
5-17,Dec-17,202205,2022-05,01/02/2002,case,all_types,2022-05,,,,0,1.843534872,572.9547646,572.9547646,310.7913895,310.7913895,,,8927210,6664575,38185,572.954764557,27745,310.791389471,5
18-49,18-29,202205,2022-05,01/02/2002,case,all_types,2022-05,,,,1,2.224256167,651.2571886,651.2571886,292.7977443,292.7977443,,,20673315,12469728,81210,651.257188609,60531,292.797744339,5
18-49,30-49,202205,2022-05,01/02/2002,case,all_types,2022-05,,,,1,2.784361641,903.747319,903.747319,324.579719,324.579719,,,38490082,13350745,120657,903.747318970,124931,324.579719004,5
50-79,50-64,202205,2022-05,01/02/2002,case,all_types,2022-05,,,,1,3.725901509,978.1628486,978.1628486,262.5305167,262.5305167,,,31935335,6621085.65,64765,978.162848565,83840,262.530516746,5
50-79,65-79,202205,2022-05,01/02/2002,case,all_types,2022-05,,,,1,6.457456926,1449.72,1449.72,224.5032069,224.5032069,,,23673158.5,2174765.1,31528,1449.719788128,53147,224.503206870,5
80+,80+,202205,2022-05,01/02/2002,case,all_types,2022-05,,,,1,3.815880873,973.2805238,973.2805238,255.0605106,255.0605106,,,6848963,1107388.85,10778,973.280523820,17469,255.060510620,5
all_ages_adj,all_ages_adj,202205,2022-05,01/02/2002,case,all_types,2022-05,2.779464002,850.3404596,305.9368493,1,2.567416465,732.1770679,732.1770679,285.1804832,285.1804832,,,133969546.5,56104051.6,410781,732.177067939,382055,285.180483163,5
all_ages_adj,all_ages_adj,202205,2022-05,01/02/2002,case,Janssen,2022-05,3.675619864,850.4704364,231.3814997,1,2.866719362,732.6309791,732.6309791,255.5642484,255.5642484,,,10269042,56069291.6,410781,732.630979058,26244,255.564248350,5
all_ages_adj,all_ages_adj,202205,2022-05,01/02/2002,case,Moderna,2022-05,2.756255271,850.3404596,308.5129554,1,2.712578517,732.1770679,732.1770679,269.9192164,269.9192164,,,47192268,56104051.6,410781,732.177067939,127381,269.919216428,5
all_ages_adj,all_ages_adj,202205,2022-05,01/02/2002,case,Pfizer,2022-05,2.802395857,850.3404596,303.4333845,1,2.519699796,732.1770679,732.1770679,290.581072,290.581072,,,76439941,56104051.6,410781,732.177067939,222120,290.581072008,5
5-17,05-Nov,202206,2022-06,01/02/2002,case,all_types,2022-06,,,,0,1.013932438,248.128129,248.128129,244.7186022,244.7186022,,,3667069,13542600,33603,248.128129015,8974,244.718602241,6
5-17,Dec-17,202206,2022-06,01/02/2002,case,all_types,2022-06,,,,0,1.795830471,304.877309,304.877309,169.7695377,169.7695377,,,9003382,6593472,20102,304.877308950,15285,169.769537714,6
18-49,18-29,202206,2022-06,01/02/2002,case,all_types,2022-06,,,,1,2.184077299,376.2662643,376.2662643,172.2769906,172.2769906,,,20771201,12351094,46473,376.266264349,35784,172.276990628,6
18-49,30-49,202206,2022-06,01/02/2002,case,all_types,2022-06,,,,1,2.709565924,514.4329611,514.4329611,189.8580715,189.8580715,,,38615161,13215133,67983,514.432961061,73314,189.858071549,6
50-79,50-64,202206,2022-06,01/02/2002,case,all_types,2022-06,,,,1,3.699407133,578.4474241,578.4474241,156.3621963,156.3621963,,,31997504,6563604.3,37967,578.447424078,50032,156.362196251,6
50-79,65-79,202206,2022-06,01/02/2002,case,all_types,2022-06,,,,1,6.671706044,970.2680557,970.2680557,145.4302766,145.4302766,,,23695203.5,2157548.1,20934,970.268055669,34460,145.430276638,6
80+,80+,202206,2022-06,01/02/2002,case,all_types,2022-06,,,,1,3.758778825,659.7579457,659.7579457,175.5245457,175.5245457,,,6854312,1102070.85,7271,659.757945689,12031,175.524545717,6
all_ages_adj,all_ages_adj,202206,2022-06,01/02/2002,case,all_types,2022-06,2.784171945,503.0287862,180.6744684,1,2.471138218,422.0275479,422.0275479,170.7826558,170.7826558,,,134603832.5,55525522.25,234333,422.027547881,229880,170.782655836,6
all_ages_adj,all_ages_adj,202206,2022-06,01/02/2002,case,Janssen,2022-06,3.4805075,503.0984219,144.5474322,1,2.766732486,422.2891251,422.2891251,152.6309924,152.6309924,,,10292143,55491128.25,234333,422.289125109,15709,152.630992399,6
all_ages_adj,all_ages_adj,202206,2022-06,01/02/2002,case,Moderna,2022-06,2.962601756,503.0287862,169.7929143,1,2.598092452,422.0275479,422.0275479,162.4374635,162.4374635,,,47296971,55525522.25,234333,422.027547881,76828,162.437463490,6
all_ages_adj,all_ages_adj,202206,2022-06,01/02/2002,case,Pfizer,2022-06,2.793368455,503.0287862,180.0796402,1,2.433758708,422.0275479,422.0275479,173.4056653,173.4056653,,,76947313,55525522.25,234333,422.027547881,133431,173.405665250,6
5-17,05-Nov,202207,2022-07,01/02/2002,case,all_types,2022-07,,,,0,0.926811914,122.0810175,122.0810175,131.721459,131.721459,,,3895341,13421415,16385,122.081017538,5131,131.721459046,7
5-17,Dec-17,202207,2022-07,01/02/2002,case,all_types,2022-07,,,,0,1.732402332,157.0640316,157.0640316,90.66256072,90.66256072,,,9074308,6545738,10281,157.064031588,8227,90.662560715,7
18-49,18-29,202207,2022-07,01/02/2002,case,all_types,2022-07,,,,1,2.211287992,223.8177164,223.8177164,101.2159959,101.2159959,,,20869231,12257296,27434,223.817716403,21123,101.215995932,7
18-49,30-49,202207,2022-07,01/02/2002,case,all_types,2022-07,,,,1,2.723389017,286.2344439,286.2344439,105.102298,105.102298,,,38736546,13114773.85,37539,286.234443913,40713,105.102297969,7
50-79,50-64,202207,2022-07,01/02/2002,case,all_types,2022-07,,,,1,3.738677332,328.7379444,328.7379444,87.92894256,87.92894256,,,32054292,6525258.3,21451,328.737944366,28185,87.928942558,7
50-79,65-79,202207,2022-07,01/02/2002,case,all_types,2022-07,,,,1,6.805607711,586.2266517,586.2266517,86.13876623,86.13876623,,,23714061.5,2145757.1,12579,586.226651656,20427,86.138766234,7
80+,80+,202207,2022-07,01/02/2002,case,all_types,2022-07,,,,1,3.841007943,420.4994483,420.4994483,109.4763288,109.4763288,,,6859017,1098217.85,4618,420.499448265,7509,109.476328751,7
all_ages_adj,all_ages_adj,202207,2022-07,01/02/2002,case,all_types,2022-07,2.827877501,287.1102875,101.5285448,1,2.434188333,236.4192525,236.4192525,97.12447035,97.12447035,,,135202796.5,55108456.1,130287,236.419252544,131315,97.124470351,7
all_ages_adj,all_ages_adj,202207,2022-07,01/02/2002,case,Janssen,2022-07,3.791397223,287.1442463,75.73573261,1,2.745398162,236.5642858,236.5642858,86.16756911,86.16756911,,,10311304,55074670.1,130287,236.564285839,8885,86.167569107,7
all_ages_adj,all_ages_adj,202207,2022-07,01/02/2002,case,Moderna,2022-07,2.972359469,287.1102875,96.59339341,1,2.514978047,236.4192525,236.4192525,94.00449948,94.00449948,,,47398795,55108456.1,130287,236.419252544,44557,94.004499481,7
all_ages_adj,all_ages_adj,202207,2022-07,01/02/2002,case,Pfizer,2022-07,2.853829757,287.1102875,100.605261,1,2.425341989,236.4192525,236.4192525,97.47872821,97.47872821,,,77426123,55108456.1,130287,236.419252544,75474,97.478728206,7
5-17,Dec-17,202114,2021-14,01/04/2004,death,all_types,2021-14,,,,0,,0.0131463,0.0131463,0,0,,,26354,15213399,2,0.013146306,0,0,14
18-49,18-29,202114,2021-14,01/04/2004,death,all_types,2021-14,,,,0,,0.084450553,0.084450553,0,0,,,1985086,27234872,23,0.084450553,0,0,14
18-49,30-49,202114,2021-14,01/04/2004,death,all_types,2021-14,,,,0,28.20701742,0.50518867,0.50518867,0.01791,0.01791,,,5583462,36619982,185,0.505188670,1,0.017910035,14
50-79,50-64,202114,2021-14,01/04/2004,death,all_types,2021-14,,,,0,16.82150222,2.501836662,2.501836662,0.148728492,0.148728492,,,5378929,21024554,526,2.501836662,8,0.148728492,14
50-79,65-79,202114,2021-14,01/04/2004,death,all_types,2021-14,,,,0,17.67231083,7.358717368,7.358717368,0.41639814,0.41639814,,,11527429,7908987,582,7.358717368,48,0.416398140,14
80+,80+,202114,2021-14,01/04/2004,death,all_types,2021-14,,,,0,11.95697809,17.0828187,17.0828187,1.428690307,1.428690307,,,3989668,2517149,430,17.082818697,57,1.428690307,14
all_ages_adj,all_ages_adj,202114,2021-14,01/04/2004,death,all_types,2021-14,15.75446182,2.171606287,0.137840715,0,3.952814641,1.581629314,1.581629314,0.400127367,0.400127367,,,28490928,110518943,1748,1.581629314,114,0.400127367,14
all_ages_adj,all_ages_adj,202114,2021-14,01/04/2004,death,Janssen,2021-14,4.490195532,2.171606287,0.4836329,0,2.119475745,1.581629314,1.581629314,0.7462361,0.7462361,,,1742076,110518943,1748,1.581629314,13,0.746236100,14
all_ages_adj,all_ages_adj,202114,2021-14,01/04/2004,death,Moderna,2021-14,23.40215712,2.171606287,0.092795133,0,6.75246312,1.581629314,1.581629314,0.234229982,0.234229982,,,12380994,110518943,1748,1.581629314,29,0.234229982,14
all_ages_adj,all_ages_adj,202114,2021-14,01/04/2004,death,Pfizer,2021-14,13.23757712,2.171606287,0.164048622,0,3.142887023,1.581629314,1.581629314,0.503240906,0.503240906,,,14307263,110518943,1748,1.581629314,72,0.503240906,14
5-17,Dec-17,2021-15,2021-15,01/04/2004,death,all_types,2021-15,,,,0,,0.0200255,0.0200255,0,0,,,39223,14980867,3,0.020025543,0,0,15
18-49,18-29,2021-15,2021-15,01/04/2004,death,all_types,2021-15,,,,0,,0.11675376,0.11675376,0,0,,,2462136,25695104,30,0.116753760,0,0,15
18-49,30-49,2021-15,2021-15,01/04/2004,death,all_types,2021-15,,,,0,12.54694439,0.552142632,0.552142632,0.0440061,0.0440061,,,6817230,34049173,188,0.552142632,3,0.044006143,15
50-79,50-64,2021-15,2021-15,01/04/2004,death,all_types,2021-15,,,,0,13.02222383,2.440969648,2.440969648,0.187446452,0.187446452,,,6935314,19336578,472,2.440969648,13,0.187446452,15
50-79,65-79,2021-15,2021-15,01/04/2004,death,all_types,2021-15,,,,0,28.90081633,8.587624682,8.587624682,0.29714125,0.29714125,,,13125071,7440940,639,8.587624682,39,0.297141250,15
80+,80+,2021-15,2021-15,01/04/2004,death,all_types,2021-15,,,,0,9.766228221,17.54134109,17.54134109,1.796122382,1.796122382,,,4287013,2417147,424,17.541341093,77,1.796122382,15
all_ages_adj,all_ages_adj,2021-15,2021-15,01/04/2004,death,all_types,2021-15,15.01990117,2.341378005,0.155885047,0,4.309665785,1.689764461,1.689764461,0.392087123,0.392087123,,,33665987,103919809,1756,1.689764461,132,0.392087123,15
all_ages_adj,all_ages_adj,2021-15,2021-15,01/04/2004,death,Janssen,2021-15,3.252789817,2.341378005,0.719806116,0,1.944988174,1.689764461,1.689764461,0.868778784,0.868778784,,,2302082,103919809,1756,1.689764461,20,0.868778784,15
all_ages_adj,all_ages_adj,2021-15,2021-15,01/04/2004,death,Moderna,2021-15,19.05510562,2.341378005,0.12287405,0,5.948332346,1.689764461,1.689764461,0.284073647,0.284073647,,,14432877,103919809,1756,1.689764461,41,0.284073647,15
all_ages_adj,all_ages_adj,2021-15,2021-15,01/04/2004,death,Pfizer,2021-15,16.11471789,2.341378005,0.145294384,0,4.013999539,1.689764461,1.689764461,0.420967776,0.420967776,,,16865899,103919809,1756,1.689764461,71,0.420967776,15
5-17,Dec-17,202116,2021-16,01/04/2004,death,all_types,2021-16,,,,0,,0,0,0,0,,,64035,14751297,0,0,0,0,16
18-49,18-29,202116,2021-16,01/04/2004,death,all_types,2021-16,,,,0,,0.089743329,0.089743329,0,0,,,3233882,24514357,22,0.089743329,0,0,16
18-49,30-49,202116,2021-16,01/04/2004,death,all_types,2021-16,,,,0,21.27272922,0.494447172,0.494447172,0.0232432,0.0232432,,,8604652,32157126,159,0.494447172,2,0.023243241,16
50-79,50-64,202116,2021-16,01/04/2004,death,all_types,2021-16,,,,0,12.33210189,2.419931347,2.419931347,0.196230243,0.196230243,,,9172898,18182334,440,2.419931347,18,0.196230243,16
50-79,65-79,202116,2021-16,01/04/2004,death,all_types,2021-16,,,,0,27.7083529,8.506014807,8.506014807,0.306983776,0.306983776,,,14333005,7112614,605,8.506014807,44,0.306983776,16
80+,80+,202116,2021-16,01/04/2004,death,all_types,2021-16,,,,0,11.98763773,17.48294241,17.48294241,1.45841431,1.45841431,,,4525463,2345143,410,17.482942405,66,1.458414310,16
all_ages_adj,all_ages_adj,202116,2021-16,01/04/2004,death,all_types,2021-16,16.73093417,2.297449198,0.137317449,0,5.073073369,1.651476465,1.651476465,0.325537666,0.325537666,,,39933935,99062871,1636,1.651476465,130,0.325537666,16
all_ages_adj,all_ages_adj,202116,2021-16,01/04/2004,death,Janssen,2021-16,4.137358209,2.297449198,0.55529376,0,2.509889847,1.651476465,1.651476465,0.657987627,0.657987627,,,3647485,99062871,1636,1.651476465,24,0.657987627,16
all_ages_adj,all_ages_adj,202116,2021-16,01/04/2004,death,Moderna,2021-16,25.35674396,2.297449198,0.090605056,0,7.212789562,1.651476465,1.651476465,0.228965014,0.228965014,,,16596422,99062871,1636,1.651476465,38,0.228965014,16
all_ages_adj,all_ages_adj,202116,2021-16,01/04/2004,death,Pfizer,2021-16,17.66974522,2.297449198,0.130021637,0,4.835515694,1.651476465,1.651476465,0.341530577,0.341530577,,,19617570,99062871,1636,1.651476465,67,0.341530577,16
5-17,Dec-17,202117,2021-17,01/04/2004,death,all_types,2021-17,,,,0,,0.0137457,0.0137457,0,0,,,108577,14549965,2,0.013745738,0,0,17
18-49,18-29,202117,2021-17,01/04/2004,death,all_types,2021-17,,,,0,,0.076323167,0.076323167,0,0,,,4080573,23583927,18,0.076323167,0,0,17
18-49,30-49,202117,2021-17,01/04/2004,death,all_types,2021-17,,,,0,19.35852941,0.550910055,0.550910055,0.0284583,0.0284583,,,10541755,30676514,169,0.550910055,3,0.028458260,17
50-79,50-64,202117,2021-17,01/04/2004,death,all_types,2021-17,,,,0,14.27217977,2.327996339,2.327996339,0.163114281,0.163114281,,,11648275,17225113,401,2.327996339,19,0.163114281,17
50-79,65-79,202117,2021-17,01/04/2004,death,all_types,2021-17,,,,0,20.30786772,7.35745731,7.35745731,0.362295905,0.362295905,,,15180961,6836601,503,7.357457310,55,0.362295905,17
80+,80+,202117,2021-17,01/04/2004,death,all_types,2021-17,,,,0,9.971698408,14.44490843,14.44490843,1.448590585,1.448590585,,,4694218,2284542,330,14.444908432,68,1.448590585,17
